Address,area,latitude,longitude,Bedrooms,Bathrooms,Status,neworold,parking,Furnished_status,Lift,type_of_building,Price_sqft,Price_Lakhs
"Zeta, Greater Noida, Zeta, Greater Noida, Delhi NCR",1850.0,28.500447,77.5312304705762,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3513.5135135135133,65.0
"brahma avenue A96th floor 606kondhwa nibm road pune 48, Sector 28, Gurgaon, Delhi NCR",1187.0,28.478954315185547,77.05980682373047,2.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,6065.711878685763,72.0
"Sector 14 Vasundhara, Ghaziabad, Delhi NCR",799.0,28.657742,77.361477,2.0,2.0,Unknown,Resale,1.0,Unfurnished,2.0,Flat,5381.727158948685,43.0
"Raj Nagar Extension, Ghaziabad, Delhi NCR",1510.0,28.7040534,77.4373305,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3754.9668874172185,56.7
"Raj Nagar Extension, Ghaziabad, Delhi NCR",1000.0,28.702659,77.417298,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3500.0,35.0
"Greater Noida West, Greater Noida, Delhi NCR",1105.0,28.60483,77.434908,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4343.891402714932,48.0
"Sector 80, Faridabad, Delhi NCR",1095.0,28.3845107123379,77.3403832302438,2.0,2.0,Unknown,Resale,1.0,Unfurnished,2.0,Individual House,3744.292237442922,41.0
"GH-18, Shahpur, Bamheta, National Highway 24, Pandav Nagar, Ghaziabad, Uttar Pradesh, NH 24, Ghaziabad, Delhi NCR",925.0,28.658647,77.4757,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3243.243243243244,30.0
"Sector 79, Gurgaon, Delhi NCR, Sector 79, Gurgaon, Delhi NCR",546.0,28.358049,76.983563,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4761.9047619047615,26.0
"Sector 92, Gurgaon, Sector 92, Gurgaon, Delhi NCR",1320.0,28.414843,76.919821,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4090.909090909091,54.0
"7/11 GH 8, DDA FLATS, PASCHIM VIHAR, NEW DELHI 110087( OPP SAYED NANGL, Meera Bagh, New Delhi - West, Delhi NCR",1350.0,28.6575866,77.0895768,3.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,7259.259259259259,98.0
"Sector 143, Noida, Delhi NCR",1675.0,28.500621,77.424203,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4477.611940298508,75.0
"Sector 28, Faridabad, Delhi NCR",4000.0,28.43327522277832,77.31428527832031,4.0,5.0,Ready to Move,New Property,1.0,Furnished,2.0,Flat,6750.0,270.0
"Indirapuram, Ghaziabad, Delhi NCR",1780.0,28.644855832274,77.3831261959475,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4775.2808988764045,85.0
"C2006., Crossings Republik, Ghaziabad, Delhi NCR",1075.0,28.6259173770069,77.4369491925829,2.0,2.0,Ready to Move,New Property,1.0,Unknown,2.0,Flat,2790.6976744186045,30.0
"Sector 81, Gurgaon, Delhi NCR",1780.0,28.38772133,76.940605,3.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4719.101123595506,84.0
"104 2nd floor, Vikaspuri, New Delhi - West, Delhi NCR",1100.0,28.6380195724321,77.0657979475881,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,10909.09090909091,120.0
"Sector 107, Gurgaon, Delhi NCR",554.0,28.5054485,76.9718027,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,5415.162454873646,30.0
"Jacobpura, Gurgaon, Delhi NCR",1116.0,28.462393,77.027764,5.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,5376.344086021505,60.0
"Sector 68, Gurgaon, Delhi NCR",1250.0,28.385577,77.049251,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6480.0,81.0
"sector 4 gurgaon, Sector 4, Gurgaon, Delhi NCR",2100.0,28.47489356994629,77.00980377197266,3.0,3.0,Unknown,New Property,1.0,Semi-Furnished,2.0,Flat,5952.380952380952,125.0
"Kaushambi, Ghaziabad, Anand Vihar, Ghaziabad, Delhi NCR",1355.0,28.6354490945654,77.3238143396458,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4952.029520295202,67.1
"Charmwood Village, Faridabad, Delhi NCR",1283.0,28.4923586,77.2894914,2.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,6625.097427903352,85.0
"Dwarka, New Delhi - Dwarka, Delhi NCR",2286.0,28.5733101,77.044843,3.0,4.0,Unknown,Resale,1.0,Unfurnished,2.0,Flat,6999.12510936133,160.0
"Lajpat nagar 2., Lajpat Nagar 2, New Delhi - South, Delhi NCR",1000.0,28.569873809814453,77.24311065673828,2.0,2.0,Ready to Move,New Property,1.0,Semi-Furnished,2.0,Individual House,9600.0,96.0
"NH 24, Ghaziabad, Delhi NCR",900.0,28.638572,77.4308515,3.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Individual House,4666.666666666667,42.0
"Chakkarpur, Gurgaon, Delhi NCR",1170.0,28.476104359922,77.0818319333796,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7264.957264957265,85.0
"Vasundhara, Ghaziabad, Delhi NCR",980.0,28.659557342529297,77.37476348876953,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,2857.1428571428573,28.0
"Plot 781, 80 Feet Road, Shalimar Garden, Ext-1, Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1200.0,28.6900486,77.3405361,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,0.0,Flat,3750.0,45.0
"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1040.0,28.509118,77.413416,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4807.692307692308,50.0
"1108., Beta 2 Block F, Greater Noida, Delhi NCR",925.0,28.48515,77.51401,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3891.891891891892,36.0
"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1560.0,28.513352,77.406026,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5512.820512820513,86.0
"Dwarka Mor, New Delhi - West, Delhi NCR",950.0,28.619316,77.033262,3.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,5789.473684210527,55.0
"Sector 92, Gurgaon, Sector 92, Gurgaon, Delhi NCR",1320.0,28.414843,76.919821,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3939.39393939394,52.0
"Judges Enclave, Ghaziabad, Delhi NCR",1270.0,28.6435565,77.3827129,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4881.889763779527,62.0
"Shipra Suncity, Ghaziabad, Delhi NCR",760.0,28.63581085205078,77.37390899658203,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5526.315789473684,42.0
"Sector 77, Faridabad, Delhi NCR",979.0,28.368101,77.3721674,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3268.641470888662,32.0
"Siddhartha Vihar, Ghaziabad, Delhi NCR",1185.0,28.6390982,77.412377,3.0,2.0,Unknown,Resale,1.0,Furnished,2.0,Flat,4219.4092827004215,50.0
"Sudershan park, Sudarshan Park, New Delhi - West, Delhi NCR",680.0,28.661865234375,77.13362884521484,2.0,2.0,Ready to Move,New Property,1.0,Semi-Furnished,2.0,Flat,7352.941176470588,50.0
"Sector 57 Block F, Gurgaon, Delhi NCR",1450.0,28.42073440551757,77.07257080078125,3.0,3.0,Ready to Move,New Property,1.0,Furnished,2.0,Flat,7931.0344827586205,115.0
"Sadarpur, Noida, Delhi NCR",900.0,28.552555,77.3500864,6.0,6.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,10333.333333333334,93.0
"Mayapuri, New Delhi - West, Delhi NCR",1350.0,28.6306999620236,77.120076,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,11111.111111111111,150.0
"Raj Nagar Extension, Ghaziabad, Delhi NCR",1130.0,28.702659,77.417298,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3008.849557522124,34.0
"Indirapuram, Ghaziabad, Vaibhav Khand, Ghaziabad, Delhi NCR",1770.0,28.6345978639457,77.3615521659413,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5593.220338983051,99.0
"UG-1/78., Sector 6 Vaishali, Ghaziabad, Delhi NCR",900.0,28.648588180541992,77.35334014892578,2.0,2.0,Ready to Move,Resale,1.0,Furnished,0.0,Flat,5555.555555555556,50.0
"Sector 91, Gurgaon, Sector 91, Gurgaon, Delhi NCR",1348.0,28.401981,76.922149,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,3635.014836795253,49.0
"Sector 5 Vasundhara, Ghaziabad, Delhi NCR",950.0,28.6609235,77.3788965,2.0,2.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,3368.4210526315787,32.0
"Sector 75, Noida, Sector 75, Noida, Delhi NCR",1390.0,28.574405,77.382635,3.0,2.0,Ready to Move,Resale,338.0,Unknown,2.0,Flat,5467.625899280575,76.0
"Sector-82, Gurgaon., Sector 82, Gurgaon, Delhi NCR",1960.0,28.393665,76.962842,3.0,3.0,Ready to Move,New Property,1.0,Unknown,2.0,Flat,5102.040816326531,100.0
"sodi building ward no 7 Mehrauli new Delhi, Mehrauli, New Delhi - South, Delhi NCR",800.0,28.5201861,77.179158,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3750.0,30.0
"Flat no A101, Elite Estate, Sector 18, Vasundhara, Ghaziabad, Vasundhara Sector 19, Ghaziabad, Delhi NCR",1530.0,28.65074157714844,77.35176849365234,3.0,2.0,Ready to Move,New Property,1.0,Furnished,2.0,Flat,5882.35294117647,90.0
"Sector -1, Pkt -3, AADI APARTMENT Near Maharaja Agaresen Hospital Sector 1 Dwarka, Sector 1 Dwarka, New Delhi - Dwarka, Delhi NCR",1000.0,28.593415812452,77.0793120266392,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,8100.0,81.0
"Mohan Garden, New Delhi - West, Delhi NCR",700.0,28.63306427001953,77.03317260742188,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,3571.428571428572,25.0
"Sector 47, Gurgaon, Delhi NCR",1700.0,28.4258675,77.0475735,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,7352.941176470588,125.0
"Vikaspuri, New Delhi - West, Delhi NCR",900.0,28.6377651,77.075969,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,9888.888888888889,89.0
"sector-150 noida samridhi Daksh Avenue, Sector 150, Noida, Delhi NCR",2230.0,28.4268804,77.4835,3.0,4.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,5784.7533632287,129.0
"704., UPSIDC Site C Block H, Greater Noida, Delhi NCR",900.0,28.5103276869581,77.5217106743681,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,2777.777777777778,25.0
"Pandav Nagar, New Delhi - East, Delhi NCR",1200.0,28.610933,77.2739145,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5833.333333333333,70.0
"Raj Nagar Extension, Ghaziabad, Delhi NCR",1041.0,28.7040534,77.4373305,2.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Individual House,3362.151777137368,35.0
"Noida Extension, Noida, Noida, Delhi NCR",1175.0,28.60595893859864,77.44451141357422,2.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,3914.893617021277,46.0
"dlf f block sector 10, Sector 10, Faridabad, Delhi NCR",1500.0,28.37553024291992,77.32618713378906,3.0,2.0,Ready to Move,New Property,1.0,Semi-Furnished,2.0,Flat,3600.0,54.0
"Hapur Road, Ghaziabad, Delhi NCR",1050.0,28.6748094,77.4596782,2.0,2.0,Ready to Move,Resale,2.0,Semi-Furnished,2.0,Flat,3809.5238095238096,40.0
"Rajnagar Extension, Raj Nagar Extension, Ghaziabad, Delhi NCR",950.0,28.700114119298,77.4262625120552,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3157.894736842105,30.0
"Sector 68, Gurgaon, Delhi NCR",1200.0,28.386791,77.049466,2.0,2.0,Unknown,Resale,1.0,Unfurnished,2.0,Individual House,6508.333333333332,78.1
"New Gupta Colony, New Delhi - North, Delhi NCR",880.0,28.692717,77.19598,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,8625.000000000002,75.9
"Emerald Heights Sector 88 Faridabad 121001., Sector 88, Faridabad, Delhi NCR",1260.0,28.420501,77.356478,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3809.5238095238096,48.0
"Yamuna Expressway, Adj, Eastern Peripheral Expy, Bela Khurd, Uttar Pradesh, Tech Zone, Greater Noida, Delhi NCR",1130.0,28.3452278,77.5161987,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3230.0884955752213,36.5
"Sector 83, Gurgaon, Delhi NCR",1050.0,28.399362,76.962554,2.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5523.809523809524,58.0
"Raj Nagar Extension Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1000.0,28.705425,77.433193,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,3200.0,32.0
"Spring Meadows society, Tech Zone IV, Greater Noida, Noida Extension, Greater Noida, Delhi NCR",1170.0,28.605958,77.444512,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4017.094017094017,47.0
"C-104, Flat no.-202, Uttam Nagar, New Delhi - West, Delhi NCR",747.0,28.6212874,77.0530735,3.0,2.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,3587.6840696117806,26.8
"Sector 76, Faridabad, Delhi NCR",1290.0,28.4139596227057,77.3428917267984,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,2713.178294573644,35.0
"269, Baghban apartment, MIG flats, Sector 28, Rohini, Sector 28 Rohini, New Delhi - Rohini, Delhi NCR",890.0,28.747126,77.098444,2.0,2.0,Ready to Move,Resale,1.0,Unknown,0.0,Flat,6404.494382022472,57.0
"Greater Noida West, Greater Noida, Delhi NCR",1106.0,28.605958,77.444512,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,4068.71609403255,45.0
"Sikrod, Ghaziabad, Uttar Pradesh, Raj Nagar Extension, Ghaziabad, Delhi NCR",925.0,28.7224383710452,77.4460352324498,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,3459.45945945946,32.0
"Civil Lines, Gurgaon, Delhi NCR",1420.0,28.453141,77.0329014,3.0,3.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,7042.2535211267605,100.0
"Indirapuram, Ghaziabad, Nyay Khand 1, Ghaziabad, Delhi NCR",1150.0,28.6337188879406,77.3546109571817,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4782.608695652174,55.0
"naveen shahdara, walking distance to shahdra metro stsn, Naveen Shahdara, New Delhi - East, Delhi NCR",800.0,28.67613220214844,77.28523254394531,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4625.0,37.0
"Sector-74, Noida., Sector 74, Noida, Delhi NCR",1150.0,28.574637,77.388803,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4782.608695652174,55.0
"East Avenue Society Sector 73 Noida, Sector 73, Noida, Delhi NCR",985.0,28.591408,77.3884958719927,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3553.299492385787,35.0
"Sector 78, Noida, Delhi NCR",2050.0,28.5645262550154,77.3837088317449,4.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5756.09756097561,118.0
"Sector 5, Vaishali, Ghaziabad, Uttar Pradesh, Sector 5 Vaishali, Ghaziabad, Delhi NCR",1180.0,28.642543,77.3420744707098,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5084.745762711865,60.0
"Vishal Malik- 232, guru ram das nagar gali no 4, laxmi nagar delhi -92, Guru Ramdas Nagar, New Delhi - East, Delhi NCR",990.0,28.63726806640625,77.2783203125,3.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,5555.555555555556,55.0
"Sector 3, Gurgaon, Delhi NCR",2078.0,28.483822,77.01341,3.0,3.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,6737.247353224254,140.0
"House no 236, ground floor, surya nagar phase ii, sector 91, faridabad., Surya Nagar Phase 2, Faridabad, Delhi NCR",1440.0,28.48130226135254,77.33029174804688,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3159.722222222222,45.5
"Vaishali, Ghaziabad, Delhi NCR",1750.0,28.6441755,77.336519,4.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Individual House,4914.285714285715,86.0
"Indirapuram, Ghaziabad, Delhi NCR",1065.0,28.634228,77.354869,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5070.422535211268,54.0
"plot no 107 block A Shyam Park Extension Ghaziabad, Shyam Park Extension, Ghaziabad, Delhi NCR",700.0,28.59455680847168,77.3340072631836,2.0,2.0,Ready to Move,New Property,2.0,Semi-Furnished,1.0,Flat,4857.142857142857,34.0
"Sector 82, Gurgaon, Sector 82, Gurgaon, Delhi NCR",929.0,28.399745,76.96812021,2.0,2.0,Ready to Move,Resale,1.0,Unknown,0.0,Flat,6243.272335844995,58.0
"Noida Extension, Noida, Delhi NCR",1530.0,28.562096,77.4524717444809,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,4281.045751633987,65.5
"Bhopura, Ghaziabad, Delhi NCR",965.0,28.728555,77.337353,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,3191.7098445595857,30.8
"Sector 33 Sohna, Gurgaon, Delhi NCR",1100.0,28.434064,77.035949,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6090.909090909091,67.0
"Pocket A3 (chandrapriya appartment), Sector 8 Rohini, New Delhi - West, Delhi NCR",1000.0,28.70509910583496,77.12277221679688,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,11500.0,115.0
"Sector 37D, Gurgaon, Delhi NCR",1770.0,28.4460523,76.9772858,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Individual House,4802.25988700565,85.0
"Crossings Republik, Ghaziabad, Crossings Republik, Ghaziabad, Delhi NCR",1700.0,28.6292391988593,77.4402883141157,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3529.4117647058824,60.0
"Sector 45, Gurgaon, Delhi NCR",1700.0,28.4446575,77.0670365,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,7352.941176470588,125.0
"Sector 82, Gurgaon, Sector 82, Gurgaon, Delhi NCR",923.0,28.399745,76.96812021,2.0,2.0,Ready to Move,Resale,1.0,Unknown,0.0,Flat,6283.856988082341,58.0
"Sector 62, Noida, Delhi NCR",1875.0,28.6212655,77.364423,3.0,3.0,Ready to Move,Resale,1.0,Furnished,2.0,Flat,5333.333333333333,100.0
"Arihant Ambar, Sector 1, Bisrakh Jalalpur, Uttar Pradesh, Greater Noida West, Greater Noida, Delhi NCR",1150.0,28.5549371680955,77.4422229614828,2.0,2.0,Ready to Move,Resale,1.0,Unknown,4.0,Flat,4347.826086956522,50.0
"Shalimar Bagh Block CC, New Delhi - North, Delhi NCR",1050.0,28.7192095,77.1570714,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,10285.714285714286,108.0
"Niti Khand-Indirapuram, Ghaziabad, Delhi NCR",1350.0,28.645282745361328,77.36209869384766,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4666.666666666667,63.0
"Shakti Khand 4, Ghaziabad, Delhi NCR",1008.0,28.6508286,77.3713991,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5456.349206349207,55.0
"D1., Sheetla Colony, Gurgaon, Delhi NCR",720.0,28.484771728515625,77.02865600585938,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,5555.555555555556,40.0
"Raj Nagar Extension, Ghaziabad, Delhi NCR",1100.0,28.7040534,77.4373305,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,2909.090909090909,32.0
"Sector 43, Gurgaon, Delhi NCR",1800.0,28.45518493652344,77.08667755126953,3.0,3.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,8055.555555555556,145.0
"Rajendra Nagar, Ghaziabad, Delhi NCR",1250.0,28.6817665,77.3636535,3.0,2.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,4400.0,55.0
"Yamuna Expressway, Greater Noida, Delhi NCR",900.0,28.409001,77.519155,2.0,2.0,Ready to Move,Resale,1.0,Unknown,4.0,Flat,3888.8888888888887,35.0
"Sector 1, Greater Noida, Delhi NCR",1250.0,28.5661101,77.4406099,3.0,2.0,Unknown,Resale,1.0,Unfurnished,2.0,Flat,4000.0,50.0
"Sector 77, Noida, Sector 77, Noida, Delhi NCR",1870.0,28.5680204,77.3890864,3.0,4.0,Ready to Move,New Property,1.0,Unknown,2.0,Flat,5882.35294117647,110.0
"Aravali Vihar, Faridabad, Delhi NCR",900.0,28.3956370769958,77.2746384042859,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3866.666666666666,34.8
"Sector 91, Gurgaon, Delhi NCR",1930.0,28.401801,76.916426,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,4626.943005181347,89.3
"Noida Extension, Greater Noida, Delhi NCR",1100.0,28.60595893859864,77.44451141357422,2.0,2.0,Ready to Move,New Property,1.0,Unfurnished,2.0,Individual House,4090.909090909091,45.0
"Hari Nagar, New Delhi - West, Delhi NCR",1000.0,28.624574661254883,77.10897827148438,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,6500.0,65.0
"Indirapuram, Ghaziabad, Gyan Khand 1, Ghaziabad, Delhi NCR",1150.0,28.6368482363522,77.367891,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,4695.652173913043,54.0
"Sector 79, Gurgaon, Delhi NCR",2286.0,28.35895365,76.971587,3.0,4.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,8136.482939632546,186.0
"F 202., Beta 2 Block F, Greater Noida, Delhi NCR",2100.0,28.482566,77.5138801,4.0,3.0,Ready to Move,Resale,2.0,Unfurnished,2.0,Individual House,5952.380952380952,125.0
"1515, Latina Tower, Sector 79, Noida, Delhi NCR",1730.0,28.5645864521315,77.3987635071892,3.0,3.0,Ready to Move,Resale,2.0,Unknown,3.0,Individual House,6358.381502890174,110.0
"D-82, Second Floor, Kamla Nagar, Kamla Nagar, New Delhi - North, Delhi NCR",1600.0,28.680551528930664,77.20355224609375,2.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,9375.0,150.0
"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",995.0,28.7033611926717,77.4239614668312,2.0,2.0,Ready to Move,Resale,1.0,Unknown,4.0,Flat,3216.0804020100504,32.0
"e35A, Sector 27 Pocket E, Noida, Delhi NCR",1743.0,28.573027,77.3257646,2.0,3.0,Ready to Move,Resale,2.0,Semi-Furnished,2.0,Flat,5106.1388410786,89.0
"Sector 70A, Gurgaon, Delhi NCR",1830.0,28.385432,77.017122,3.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,6830.601092896175,125.0
"Sector 119, Noida, Delhi NCR",1296.0,28.5887486123864,77.406150525201,2.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5015.432098765432,65.0
"tower c, Yamuna Expressway, Greater Noida, Delhi NCR",1115.0,28.432194,77.508042,2.0,2.0,Ready to Move,New Property,1.0,Unknown,2.0,Flat,3139.013452914798,35.0
"Ww92. S. F. Malibu town sector 47 gurgaon, Sohna Road, Gurgaon, Delhi NCR",1312.0,28.422711,77.04556,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,7393.292682926829,97.0
"Sector 1, Greater Noida, Delhi NCR",1290.0,28.5744837238287,77.4288015780566,3.0,3.0,Unknown,Resale,1.0,Semi-Furnished,2.0,Flat,3643.4108527131775,47.0
"NH 24, Ghaziabad, NH 24, Ghaziabad, Delhi NCR",840.0,28.683082,77.50921,2.0,2.0,Ready to Move,Resale,2.0,Unknown,2.0,Flat,3571.428571428572,30.0
"8800-8805/14B First Floor Shidi Pura Karol Bagh New Delhi 110005, Karol Bagh, New Delhi - Central, Delhi NCR",1158.0,28.686599731445312,77.29961395263672,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,1.0,Flat,6822.107081174439,79.0
"Rohini Sector 9, New Delhi, Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",1000.0,28.7166898094317,77.1190949866371,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,11200.000000000002,112.00000000000001
"Sector 16B Dwarka, New Delhi - Dwarka, Delhi NCR",1300.0,28.6050169,77.0167025,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,10384.615384615385,135.0
"East Avenue Society Sector 73 Noida, Sector 73, Noida, Delhi NCR",1050.0,28.591408,77.3884958719927,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,3333.333333333333,35.0
"Raj Nagar Extension, Ghaziabad, Delhi NCR",1125.0,28.7037771005097,77.4327464166675,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,2488.8888888888887,28.0
"New Mahavir Nagar, New Delhi - West, Delhi NCR",900.0,28.6334886,77.0843515,2.0,2.0,Ready to Move,Resale,1.0,Unfurnished,2.0,Flat,5222.222222222223,47.0
"Sector 19, Noida, Delhi NCR",1100.0,28.5782795,77.3223643,3.0,2.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,3818.181818181818,42.0
"Techzone 4, Greater Noida, Delhi NCR",1545.0,28.585996627807617,77.433837890625,3.0,3.0,Ready to Move,Resale,1.0,Semi-Furnished,2.0,Flat,4077.669902912621,63.0
"Sector 37D, Gurgaon, Sector 37D, Gurgaon, Delhi NCR",1725.0,28.448734,76.971233,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5217.391304347826,90.0
"Sector 76, Noida, Delhi NCR",1110.0,28.575371,77.3843750590211,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,5405.405405405405,60.0
"Sector 77, Noida, Sector 77, Noida, Delhi NCR",1735.0,28.5715378443018,77.3896222832981,3.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Individual House,5706.051873198848,99.0
"Greater Noida West, Greater Noida, Delhi NCR",1193.0,28.5668164323845,77.4477516140113,2.0,3.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3772.003352891869,45.0
"Panchsheel green, Sector 16B, Noida extension, Noida Extension, Noida, Delhi NCR",792.0,28.6084782099231,77.4446420038086,2.0,2.0,Ready to Move,Resale,1.0,Unknown,2.0,Flat,3851.010101010101,30.5
